"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,5-Year Impact Factor,Eigenfactor Score
7345,Transport,424,1.163,1.008,0.000630
7350,CLINICAL AND EXPERIMENTAL HYPERTENSION,"1,422",1.162,1.077,0.001700
7350,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,"5,042",1.162,1.536,0.004080
7350,International Journal of Cultural Policy,480,1.162,0.943,0.000550
7350,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,837,1.162,1.372,0.001420
7350,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,837,1.162,1.372,0.001420
7350,Journal of Choice Modelling,284,1.162,Not Available,0.000710
7350,NEMATOLOGY,"1,647",1.162,1.147,0.001500
7357,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,642,1.161,1.427,0.000990
7357,DIAGNOSTIC CYTOPATHOLOGY,"2,933",1.161,1.171,0.003130
7357,JOURNAL OF DRUG ISSUES,"1,116",1.161,1.316,0.000820
7357,Marine Biology Research,"1,025",1.161,1.438,0.002900
7357,Revista da Sociedade Brasileira de Medicina Tropical,"2,206",1.161,1.142,0.003700
7362,ACTA PARASITOLOGICA,"1,106",1.160,1.185,0.001960
7362,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,"2,008",1.160,1.251,0.002910
7362,DEATH STUDIES,"1,445",1.160,1.368,0.001790
7362,Ethnography,671,1.160,1.418,0.001180
7362,Homeopathy,417,1.160,1.121,0.000430
7362,JOURNAL OF PLASMA PHYSICS,"1,554",1.160,0.862,0.003210
7368,ACTA BIOCHIMICA POLONICA,"2,557",1.159,1.491,0.002900
7368,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,401,1.159,1.658,0.000930
7368,INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY,"6,811",1.159,1.363,0.010830
7368,Journal of Hand Therapy,"1,297",1.159,2.000,0.001480
7368,MARINE GEORESOURCES & GEOTECHNOLOGY,369,1.159,1.139,0.000600
7368,METEOROLOGY AND ATMOSPHERIC PHYSICS,"2,078",1.159,1.539,0.002210
7368,QUALITATIVE INQUIRY,"4,056",1.159,2.442,0.004930
7375,GENE EXPRESSION PATTERNS,"1,362",1.158,1.201,0.001520
7375,Journal of Pediatric Nursing-Nursing Care of Children & Families,"1,543",1.158,1.412,0.002400
7375,Journal of Pediatric Nursing-Nursing Care of Children & Families,"1,543",1.158,1.412,0.002400
7375,PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS,"1,710",1.158,1.343,0.005030
7375,Service Science,278,1.158,Not Available,0.000460
7375,Teachers and Teaching,"1,015",1.158,1.447,0.001210
7375,URBAN GEOGRAPHY,"1,348",1.158,1.896,0.003300
7382,ARCHIVES OF MECHANICS,527,1.157,1.061,0.000590
7382,MATHEMATICS OF OPERATIONS RESEARCH,"3,409",1.157,1.724,0.005560
7384,Bulletin of the Polish Academy of Sciences-Technical Sciences,992,1.156,1.238,0.001200
7384,ECONOMIC AND INDUSTRIAL DEMOCRACY,517,1.156,1.206,0.001050
7384,INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,478,1.156,1.055,0.000790
7384,International Journal of Heritage Studies,734,1.156,1.250,0.000670
7384,MAGAZINE OF CONCRETE RESEARCH,"2,299",1.156,1.325,0.002490
7384,MAGNESIUM RESEARCH,603,1.156,1.406,0.000460
7384,Medicina Oral Patologia Oral y Cirugia Bucal,"2,054",1.156,1.417,0.003970
7384,THIRD WORLD QUARTERLY,"2,500",1.156,1.642,0.005230
7392,ELECTRONICS LETTERS,"17,735",1.155,1.119,0.023610
7392,MATERIALS TECHNOLOGY,699,1.155,1.161,0.001180
7394,COMMUNITY MENTAL HEALTH JOURNAL,"2,108",1.154,1.384,0.003320
7394,Chinese Geographical Science,777,1.154,1.297,0.001270
7394,PSYCHOLOGISCHE RUNDSCHAU,215,1.154,1.000,0.000310
7397,Canadian Respiratory Journal,"1,006",1.153,1.594,0.001810
7397,IEEE Consumer Electronics Magazine,176,1.153,1.250,0.000600
7399,INDIAN PEDIATRICS,"2,567",1.152,1.224,0.003130
7400,Comparative Cytogenetics,280,1.151,1.335,0.000770
7400,ELEMENTARY SCHOOL JOURNAL,"1,719",1.151,1.893,0.001370
7400,JOURNAL OF URBAN AFFAIRS,989,1.151,1.595,0.001740
7403,ANALYTICAL LETTERS,"3,323",1.150,1.043,0.003330
7403,Energy Sources Part B-Economics Planning and Policy,486,1.150,1.193,0.000710
7403,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,"1,084",1.150,1.062,0.001740
7403,SEMINARS IN INTERVENTIONAL RADIOLOGY,863,1.150,Not Available,0.001480
7407,Clinical and Experimental Otorhinolaryngology,500,1.149,1.028,0.001220
7407,Indian Journal of Medical Microbiology,"1,300",1.149,1.213,0.001970
7407,MOUNTAIN RESEARCH AND DEVELOPMENT,"1,451",1.149,1.769,0.001280
7407,Ostomy Wound Management,"1,157",1.149,1.361,0.000920
7411,JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,540,1.148,1.183,0.000650
7411,Journal of Medical Biochemistry,197,1.148,0.770,0.000290
7411,Journal of Vacation Marketing,"1,090",1.148,Not Available,0.000610
7414,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,"1,506",1.147,1.070,0.002590
7414,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,"1,990",1.147,1.431,0.004010
7414,GENETICS AND MOLECULAR BIOLOGY,"1,923",1.147,1.440,0.002610
7414,JOURNAL OF ECONOMIC THEORY,"6,352",1.147,1.357,0.018360
7414,MICROSCOPY RESEARCH AND TECHNIQUE,"4,509",1.147,1.235,0.003990
7414,Primary Health Care Research and Development,409,1.147,Not Available,0.001070
7414,Tourist Studies,458,1.147,Not Available,0.000580
7421,COGNITIVE NEUROPSYCHOLOGY,"2,053",1.146,1.939,0.001400
7421,COGNITIVE NEUROPSYCHOLOGY,"2,053",1.146,1.939,0.001400
7421,JOURNAL OF PROFESSIONAL NURSING,"1,242",1.146,1.586,0.001390
7421,JOURNAL OF PROFESSIONAL NURSING,"1,242",1.146,1.586,0.001390
7421,Journal of School Nursing,613,1.146,1.358,0.001200
7421,Journal of School Nursing,613,1.146,1.358,0.001200
7421,NUCLEAR DATA SHEETS,"1,846",1.146,1.904,0.006090
7428,AMERICAN HISTORICAL REVIEW,"1,971",1.145,2.075,0.003560
7428,ANNALS OF VASCULAR SURGERY,"3,817",1.145,1.217,0.008920
7428,Clinical Child Psychology and Psychiatry,895,1.145,Not Available,0.001400
7428,Clinical Child Psychology and Psychiatry,895,1.145,Not Available,0.001400
7428,DISABILITY & SOCIETY,"1,835",1.145,1.519,0.002090
7428,Eksploatacja i Niezawodnosc-Maintenance and Reliability,474,1.145,1.120,0.001250
7428,PHYSICS AND CHEMISTRY OF LIQUIDS,850,1.145,0.943,0.000630
7435,International Journal of Aerospace Engineering,237,1.144,Not Available,0.000730
7435,JOURNAL OF POROUS MEDIA,766,1.144,0.966,0.000900
7435,JOURNAL OF PROPULSION AND POWER,"4,356",1.144,1.271,0.004620
7435,Nuclear Engineering and Technology,892,1.144,1.094,0.003450
7435,Water Policy,"1,245",1.144,1.150,0.001550
7435,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,"8,112",1.144,1.043,0.006240
7441,English World-Wide,257,1.143,1.175,0.000450
7441,Journal of Refugee Studies,809,1.143,1.559,0.001100
7441,Journal of Vascular Surgery-Venous and Lymphatic Disorders,265,1.143,1.450,0.001000
7441,Methodology-European Journal of Research Methods for the Behavioral and Social Sciences,529,1.143,1.632,0.001170
7441,Nursing Inquiry,839,1.143,1.450,0.000880
7441,Nursing Inquiry,839,1.143,1.450,0.000880
7441,ORTHOPEDICS,"4,765",1.143,1.416,0.009820
7441,SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,445,1.143,0.893,0.000360
7441,South American Journal of Herpetology,299,1.143,Not Available,0.000690
7441,Water Quality Exposure and Health,193,1.143,1.158,0.000440
7451,GERIATRIC NURSING,855,1.142,1.601,0.001410
7451,GERIATRIC NURSING,855,1.142,1.601,0.001410
7451,GFF,711,1.142,1.200,0.001040
7451,NUCLEAR ENGINEERING AND DESIGN,"9,340",1.142,1.262,0.016360
7451,PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,"1,131",1.142,1.289,0.001460
7456,Canadian Journal of Urology,872,1.141,1.021,0.001750
7456,International Journal of Circumpolar Health,922,1.141,0.935,0.001530
7456,International Journal of Circumpolar Health,922,1.141,0.935,0.001530
7456,JOURNAL OF CONTEMPORARY ASIA,500,1.141,1.184,0.000950
7456,JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,"2,759",1.141,1.151,0.001270
7456,Magnetic Resonance in Medical Sciences,606,1.141,1.422,0.001160
7462,ANALES DE PEDIATRIA,827,1.140,0.903,0.001280
7462,International Journal of Computational Intelligence Systems,659,1.140,0.907,0.001660
7464,DESIGNED MONOMERS AND POLYMERS,639,1.139,1.074,0.000820
7464,ECOLOGICAL MANAGEMENT & RESTORATION,622,1.139,Not Available,0.000970
7464,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,674,1.139,1.200,0.001130
7464,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,"2,143",1.139,1.483,0.001270
7464,PROTEIN JOURNAL,706,1.139,1.097,0.001510
7464,REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,866,1.139,1.153,0.001940
7464,Social Psychology of Education,745,1.139,1.709,0.001250
7464,Surgical Infections,"1,495",1.139,1.460,0.002910
7472,Bulletin of Mathematical Sciences,98,1.138,1.310,0.001240
7472,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,"2,539",1.138,1.606,0.003350
7472,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,"2,539",1.138,1.606,0.003350
7475,EVALUATION AND PROGRAM PLANNING,"1,727",1.137,1.437,0.001950
7475,VETERINARY RADIOLOGY & ULTRASOUND,"2,323",1.137,1.341,0.002560
7477,JOURNAL OF POPULATION ECONOMICS,"1,604",1.136,1.846,0.005040
7478,INTERNATIONAL JOURNAL OF HEALTH SERVICES,"1,111",1.135,1.215,0.001560
7478,INTERNATIONAL JOURNAL OF HEALTH SERVICES,"1,111",1.135,1.215,0.001560
7478,Image Analysis & Stereology,280,1.135,1.216,0.000530
7478,Journal of Forensic and Legal Medicine,"1,178",1.135,1.123,0.003450
7478,Journal of Renewable and Sustainable Energy,"1,781",1.135,1.276,0.004300
7478,OPTIMIZATION AND ENGINEERING,672,1.135,1.524,0.001400
7484,JOURNAL OF DEVELOPMENT STUDIES,"2,631",1.134,1.520,0.004900
7484,JOURNAL OF FINANCIAL MARKETS,"1,134",1.134,2.170,0.003090
7484,PERFUSION-UK,"1,003",1.134,1.119,0.001720
7484,SYNTHETIC COMMUNICATIONS,"7,011",1.134,1.011,0.004300
7484,TEACHERS COLLEGE RECORD,"2,822",1.134,1.510,0.004980
7489,Asian Business & Management,181,1.133,0.806,0.000180
7489,BRITISH JOURNAL OF EDUCATIONAL STUDIES,585,1.133,1.179,0.000820
7489,CHEMICAL & PHARMACEUTICAL BULLETIN,"12,353",1.133,1.285,0.004180
7489,CLEFT PALATE-CRANIOFACIAL JOURNAL,"3,744",1.133,1.375,0.003180
7489,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,"2,057",1.133,1.219,0.004070
7489,Cadernos de Saude Publica,"4,599",1.133,1.322,0.006440
7489,Cadernos de Saude Publica,"4,599",1.133,1.322,0.006440
7489,Environmental Health and Preventive Medicine,886,1.133,Not Available,0.001670
7489,Environmental Health and Preventive Medicine,886,1.133,Not Available,0.001670
7489,JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY,"1,126",1.133,1.476,0.001210
7489,JOURNAL OF ORTHOPAEDIC SCIENCE,"2,539",1.133,1.394,0.004230
7489,PUBLIC MONEY & MANAGEMENT,933,1.133,1.185,0.001140
7489,SOCIOLOGICAL PERSPECTIVES,924,1.133,1.122,0.001210
7502,EUROPEAN JOURNAL OF WOMENS STUDIES,544,1.132,1.452,0.001590
7502,Journal of Applied Philosophy,351,1.132,0.946,0.000590
7502,LEISURE SCIENCES,"1,385",1.132,1.507,0.000770
7502,SURFACE AND INTERFACE ANALYSIS,"6,845",1.132,1.230,0.006100
7506,ANNALES FRANCAISES D ANESTHESIE ET DE REANIMATION,989,1.131,0.835,0.001530
7506,JOURNAL OF FELINE MEDICINE AND SURGERY,"1,898",1.131,1.355,0.003520
7506,Journal of Psychiatric and Mental Health Nursing,"2,052",1.131,1.353,0.002440
7506,Journal of Psychiatric and Mental Health Nursing,"2,052",1.131,1.353,0.002440
7510,Feminist Legal Studies,247,1.130,1.306,0.000410
7510,HIGH ABILITY STUDIES,351,1.130,1.180,0.000210
7510,JOURNAL OF COMMUNICATIONS AND NETWORKS,826,1.130,1.645,0.002680
7510,JOURNAL OF FINANCIAL SERVICES RESEARCH,723,1.130,1.500,0.001330
7510,PERSPECTIVES IN PSYCHIATRIC CARE,501,1.130,1.205,0.000650
7510,PERSPECTIVES IN PSYCHIATRIC CARE,501,1.130,1.205,0.000650
7510,SEMINARS IN ULTRASOUND CT AND MRI,828,1.130,1.397,0.001240
7510,SpringerPlus,"3,414",1.130,1.290,0.010520
7518,GEOLOGICAL QUARTERLY,932,1.129,1.111,0.001010
7518,Mires and Peat,261,1.129,1.956,0.000470
7520,APPLIED RADIATION AND ISOTOPES,"7,005",1.128,1.156,0.008640
7520,AURIS NASUS LARYNX,"1,758",1.128,1.162,0.002750
7520,Journal of Mechanical Science and Technology,"4,220",1.128,1.182,0.008050
7520,MEDIA CULTURE & SOCIETY,"1,533",1.128,1.709,0.003170
7524,JOURNAL OF FORENSIC SCIENCES,"7,707",1.127,1.432,0.009340
7524,POTATO RESEARCH,904,1.127,1.364,0.000660
7526,PHARMAZIE,"3,307",1.126,1.177,0.002740
7526,REVUE DE MEDECINE INTERNE,"1,212",1.126,0.847,0.001320
7528,Communications in Number Theory and Physics,275,1.125,1.419,0.001640
7528,ELT Journal,"1,317",1.125,1.454,0.000930
7528,FLORA,"2,304",1.125,1.444,0.002510
7528,JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE,"5,052",1.125,1.383,0.001480
7528,JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,562,1.125,0.947,0.000330
7528,Literary and Linguistic Computing,546,1.125,0.956,0.000720
7528,MEDICINA CLINICA,"2,378",1.125,1.058,0.002040
7535,COMPARATIVE EDUCATION,892,1.123,1.772,0.001110
7535,International Journal of Sustainability in Higher Education,818,1.123,1.809,0.000340
7535,Journal of Individual Differences,436,1.123,1.375,0.001120
7538,ANNALS OF MICROBIOLOGY,"1,827",1.122,1.110,0.003420
7538,JOURNAL OF NEW MUSIC RESEARCH,507,1.122,1.024,0.000490
7538,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,937,1.122,1.172,0.001240
7541,Revista Matematica Complutense,359,1.121,0.855,0.001910
7542,Journal of Innovative Optical Health Sciences,355,1.120,1.000,0.000800
7542,PEDIATRIC HEMATOLOGY AND ONCOLOGY,"1,146",1.120,1.137,0.002190
7544,ACTA ACUSTICA UNITED WITH ACUSTICA,"2,477",1.119,0.971,0.002410
7544,Abacus-A Journal of Accounting Finance and Business Studies,596,1.119,1.321,0.000480
7544,Infectious Diseases,218,1.119,1.133,0.000710
7544,QUANTUM ELECTRONICS,"3,031",1.119,0.962,0.003100
7548,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,"1,319",1.118,1.396,0.001320
7548,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,"1,319",1.118,1.396,0.001320
7548,International Journal of Network Management,225,1.118,0.767,0.000260
7548,Journal of Clinical Research in Pediatric Endocrinology,530,1.118,Not Available,0.001490
7548,Journal of International Financial Management & Accounting,344,1.118,1.705,0.000190
7548,Medical Ultrasonography,492,1.118,1.326,0.001330
7548,Polar Science,364,1.118,1.320,0.000980
7548,STRUCTURAL ENGINEERING AND MECHANICS,"1,886",1.118,0.993,0.003160
7556,IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,"1,332",1.117,1.298,0.001560
7556,Mediterranean Politics,249,1.117,1.104,0.000930
7558,ACTA OTO-LARYNGOLOGICA,"6,429",1.116,1.167,0.004860
7558,Chinese Journal of Integrative Medicine,"1,219",1.116,1.281,0.002090
7558,ETRI JOURNAL,"1,153",1.116,0.918,0.001990
7558,Eating Disorders,883,1.116,Not Available,0.001490
7558,Eating Disorders,883,1.116,Not Available,0.001490
7558,PhytoKeys,325,1.116,Not Available,0.001160
7558,Thoracic Cancer,372,1.116,0.819,0.000850
7565,AUSTRALIAN GEOGRAPHER,780,1.115,1.309,0.000620
7565,MINERVA CHIRURGICA,569,1.115,0.810,0.000750
7565,Orthodontics & Craniofacial Research,746,1.115,1.477,0.001330
7565,Policy and Society,308,1.115,1.031,0.000650
7569,Feminist Theory,545,1.114,1.956,0.001340
7569,Journal of Managed Care & Specialty Pharmacy,220,1.114,1.133,0.000700
7569,LEGISLATIVE STUDIES QUARTERLY,"1,058",1.114,1.776,0.002590
7569,Mind Culture and Activity,681,1.114,1.540,0.000620
7569,Scandinavian Journal of Occupational Therapy,801,1.114,1.561,0.001270
7569,Scandinavian Journal of Occupational Therapy,801,1.114,1.561,0.001270
7575,ANNALES DE PALEONTOLOGIE,531,1.113,1.135,0.000440
7575,FIBERS AND POLYMERS,"2,562",1.113,1.211,0.004020
7575,IEEE Transactions on Computational Intelligence and AI in Games,410,1.113,2.165,0.001080
7575,INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY,"2,782",1.113,1.697,0.003300
7575,Journal of Cosmetic and Laser Therapy,759,1.113,1.282,0.001360
7580,Geopolitics,774,1.112,1.650,0.001920
7580,INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,"1,531",1.112,1.519,0.002640
7582,DYNAMICS OF ATMOSPHERES AND OCEANS,897,1.111,1.626,0.001210
7582,HONG KONG MEDICAL JOURNAL,"1,228",1.111,Not Available,0.001550
7582,JOURNAL OF EDUCATION FOR TEACHING,586,1.111,1.157,0.000820
7582,Journal of Industrial and Management Optimization,568,1.111,0.946,0.001590
7582,SYSTEM DYNAMICS REVIEW,940,1.111,2.035,0.000790
7587,European Journal of Development Research,729,1.110,1.144,0.001170
7587,HIGH TEMPERATURE,"1,432",1.110,0.897,0.001470
7587,ISIJ INTERNATIONAL,"8,655",1.110,1.396,0.008980
7590,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,"2,736",1.109,1.651,0.002100
7590,AVIAN DISEASES,"4,298",1.109,1.325,0.003010
7590,Games and Culture,436,1.109,1.355,0.000410
7590,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS,"16,279",1.109,1.113,0.018360
7594,European Annals of Otorhinolaryngology-Head and Neck Diseases,426,1.108,1.457,0.001610
7594,SCIENTIA AGRICOLA,"1,765",1.108,1.313,0.001760
7596,COLORATION TECHNOLOGY,884,1.107,1.216,0.001030
7596,Geomechanics and Engineering,289,1.107,1.012,0.000530
7596,INTERNATIONAL JOURNAL OF LEXICOGRAPHY,348,1.107,0.953,0.000390
7596,Implant Dentistry,"1,975",1.107,1.525,0.003180
7596,JOURNAL OF AEROSPACE ENGINEERING,"1,120",1.107,1.247,0.002030
7596,JOURNAL OF LITERACY RESEARCH,478,1.107,2.189,0.000880
7596,Journal of Applied Remote Sensing,"1,567",1.107,1.235,0.003410
7596,RESEARCH IN NONDESTRUCTIVE EVALUATION,271,1.107,0.812,0.000280
7596,REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS,145,1.107,0.573,0.000130
7596,SHOCK WAVES,"1,260",1.107,1.270,0.001740
7606,Endocrinologia y Nutricion,511,1.106,Not Available,0.001190
7606,Journal of Mathematical Fluid Mechanics,610,1.106,1.212,0.003170
7606,Latin American Journal of Solids and Structures,567,1.106,1.114,0.001270
7606,SEPARATION SCIENCE AND TECHNOLOGY,"6,092",1.106,1.302,0.005520
7610,Cognition Technology & Work,487,1.105,1.257,0.000710
7610,Cognition Technology & Work,487,1.105,1.257,0.000710
7610,International Journal of Web and Grid Services,162,1.105,0.874,0.000190
7610,Journal of Early Modern History,181,1.105,0.904,0.000460
7610,Learning Culture and Social Interaction,130,1.105,1.252,0.000330
7615,BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,"1,480",1.104,1.540,0.001840
7616,BRITISH JOURNAL OF SOCIAL WORK,"2,768",1.103,1.827,0.003200
7616,Human Fertility,477,1.103,1.000,0.000780
7616,JOURNAL OF COMPARATIVE ECONOMICS,"1,947",1.103,1.865,0.003850
7616,RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,438,1.103,1.516,0.000640
7620,New Directions for Child and Adolescent Development,"1,008",1.102,1.571,0.001180
7620,QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,"1,028",1.102,1.036,0.000590
7620,Signal Image and Video Processing,915,1.102,1.326,0.002120
7623,Eklem Hastaliklari ve Cerrahisi-Joint Diseases and Related Surgery,190,1.101,0.794,0.000310
7623,Integrative Psychological and Behavioral Science,416,1.101,0.853,0.000610
7623,JOURNAL OF ECONOMIC HISTORY,"1,762",1.101,1.270,0.003060
7623,JOURNAL OF PRODUCTIVITY ANALYSIS,"1,737",1.101,1.602,0.002710
7623,Journal of Cardiothoracic Surgery,"1,459",1.101,1.240,0.004370
7623,SOFT MATERIALS,370,1.101,1.091,0.000800
7629,COMPTES RENDUS BIOLOGIES,"2,111",1.100,1.443,0.002640
7629,International Journal of Health Care Finance & Economics,236,1.100,1.544,0.000590
7629,Maderas-Ciencia y Tecnologia,362,1.100,1.110,0.000520
7629,SOLA,664,1.100,1.406,0.001950
7633,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,"3,084",1.099,1.123,0.017320
7633,HYPERTENSION IN PREGNANCY,"1,015",1.099,1.528,0.001630
7633,JOURNAL OF OBSTETRICS AND GYNAECOLOGY RESEARCH,"2,775",1.099,1.104,0.006540
7636,BIOREMEDIATION JOURNAL,446,1.098,1.266,0.000430
7636,European Journal of Political Economy,"1,014",1.098,1.466,0.003560
7636,Journal of Personnel Psychology,278,1.098,1.647,0.000970
7636,Journal of Service Theory and Practice,57,1.098,1.098,0.000080
7636,Voluntas,986,1.098,1.465,0.001720
7641,ACTA PETROLOGICA SINICA,"5,775",1.097,1.444,0.007230
7641,Computational Methods in Applied Mathematics,281,1.097,Not Available,0.001490
7641,Health Promotion Journal of Australia,568,1.097,1.370,0.000980
7641,THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS,"1,000",1.097,1.506,0.001730
7645,Environmental Engineering and Management Journal,"1,705",1.096,0.849,0.001560
7645,Medical Education Online,482,1.096,1.531,0.001320
7645,Rendiconti Lincei-Matematica e Applicazioni,209,1.096,0.789,0.001350
7645,WASHINGTON QUARTERLY,568,1.096,1.133,0.001830
7649,AMERICAN JOURNAL OF DERMATOPATHOLOGY,"3,054",1.095,1.254,0.003610
7649,APPLIED STOCHASTIC MODELS IN BUSINESS AND INDUSTRY,669,1.095,1.211,0.002290
7649,AQUACULTURE INTERNATIONAL,"1,747",1.095,1.289,0.002420
7649,GEOSCIENCES JOURNAL,617,1.095,1.000,0.000910
7649,International Journal for Multiscale Computational Engineering,417,1.095,1.271,0.001380
7649,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,"1,368",1.095,1.216,0.004540
7649,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,"2,523",1.095,1.134,0.002420
7649,MINI-REVIEWS IN ORGANIC CHEMISTRY,492,1.095,1.036,0.000610
7649,Palaeontologische Zeitschrift,"1,026",1.095,1.178,0.001080
7658,Educacion XX1,222,1.094,1.062,0.000180
7658,Inverse Problems and Imaging,647,1.094,1.440,0.003880
7658,QUALITY & QUANTITY,"2,271",1.094,1.094,0.004380
7658,QUALITY & QUANTITY,"2,271",1.094,1.094,0.004380
7658,URSUS,505,1.094,1.044,0.000470
7658,Vascular and Endovascular Surgery,"1,007",1.094,0.972,0.002410
7664,Dermatologic Therapy,"1,509",1.093,1.461,0.002090
7664,FOLIA NEUROPATHOLOGICA,611,1.093,1.390,0.000830
7664,International Journal of Immunogenetics,807,1.093,1.046,0.001440
7664,JOURNAL OF TROPICAL PEDIATRICS,"1,632",1.093,1.162,0.002560
7664,Journal of Forest Economics,514,1.093,1.929,0.000970
7664,Journal of Forest Economics,514,1.093,1.929,0.000970
7664,Thermal Science,"1,696",1.093,1.148,0.002290
7671,ADMINISTRATION & SOCIETY,"1,031",1.092,1.342,0.001720
7671,IET Circuits Devices & Systems,508,1.092,1.216,0.001100
7671,Journal of Neurological Surgery Part B-Skull Base,351,1.092,1.277,0.001290
7671,Stata Journal,"2,949",1.092,2.264,0.005390
7671,Stata Journal,"2,949",1.092,2.264,0.005390
7676,BRAZILIAN JOURNAL OF MICROBIOLOGY,"2,608",1.091,1.264,0.003920
7676,CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,187,1.091,1.221,0.000250
7676,Management Communication Quarterly,995,1.091,1.617,0.001120
7676,Scandinavian Journal of Hospitality and Tourism,574,1.091,1.369,0.000450
7676,Surface Innovations,123,1.091,1.420,0.000300
7681,INDIANA LAW JOURNAL,802,1.090,1.352,0.001880
7681,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,"2,470",1.090,1.568,0.002440
